epoch,du,dv,dp,anneal,t_solve,t_grad,t_sparse_fields,t_sparse_weights,ref_du_linf,ref_du_l1,ref_du_l2,ref_dv_linf,ref_dv_l1,ref_dv_l2,ref_dp_linf,ref_dp_l1,ref_dp_l2,tt_opt,tt_callback
0,0.0,0.0,0.0,1,5.9604644775390625e-06,0,0,0,0.9424947345093915,0.12622738445461193,0.21319412637136048,0.5308539680776211,0.10599210646856874,0.15195600431022552,2.4502957896796143,0.1478284574711929,0.16922988935143518,7.737112283706665,1.2783942222595215
1,0.009997463514024123,0.00744092703285635,0.009992481638352774,1,4.5299530029296875e-06,0,0,0,0.9324996592695637,0.1262280188559796,0.21313371042453,0.5308539680776211,0.10612565684925836,0.15196488724964655,2.440314602541021,0.1480353278416686,0.16943564256508806,7.7763330936431885,1.2790722846984863
2,0.010000646005091943,0.008317335083861874,0.00998108891541374,1,3.337860107421875e-06,0,0,0,0.9225136020631179,0.12633410928895614,0.21333285941668695,0.5308539680776211,0.10629737231766112,0.1519993903910389,2.430358828425827,0.14826466724596768,0.16960459646539103,7.817488193511963,1.2795469760894775
3,0.009996279129192494,0.008042046049612884,0.009957131669119941,1,3.0994415283203125e-06,0,0,0,0.9125412136064684,0.1264432281361641,0.21357895995548495,0.5366456918244238,0.10633440393977718,0.15200346050453048,2.4204417391336746,0.14817962994115857,0.1695042634668232,7.85467267036438,1.280031681060791
4,0.009972104348474509,0.007146938142126363,0.009924574852205242,1,3.337860107421875e-06,0,0,0,0.90810895957295,0.12659369989603075,0.21391887086343941,0.5343104342235887,0.10644756227595703,0.15203003520406805,2.4105739130321897,0.14797224204209664,0.16930949404702808,7.895498991012573,1.2806270122528076
5,0.009954865849201126,0.007096628804799093,0.009884377085708024,1,3.814697265625e-06,0,0,0,0.9180285207310086,0.1267529435320418,0.21431919521931825,0.5327633210181135,0.10650857189082093,0.15203424343428049,2.4007647596243906,0.14789537032133396,0.16920729801230722,7.932284355163574,1.2811248302459717
6,0.009934475224956982,0.007260497523514039,0.009836526047608679,1,3.0994415283203125e-06,0,0,0,0.9279118723811147,0.1269157674534235,0.2147628218163638,0.5286309858366085,0.10662187882932017,0.15206418098064284,2.39102240092146,0.1478008429609619,0.1691054517827347,7.996263027191162,1.2816088199615479
7,0.009908986392741279,0.006581895213516327,0.009868586287839348,1,3.337860107421875e-06,0,0,0,0.9377516063135989,0.127140288160862,0.21527456055710797,0.5316156860172516,0.10670999057708432,0.1520852423561091,2.3813544087898677,0.14778362798640288,0.1690692499963408,8.036661863327026,1.2821085453033447
8,0.009878393027920804,0.006915819757826271,0.010018888513349353,1,3.814697265625e-06,0,0,0,0.9475398874839164,0.12732792905303522,0.21583273587102214,0.5307402368880986,0.10680527078463287,0.1521151554455797,2.371768563624368,0.14774297154237404,0.16901582203032872,8.081481218338013,1.2826323509216309
9,0.009842983548508974,0.006073947816765493,0.010138370486593093,1,3.5762786865234375e-06,0,0,0,0.9572688498475909,0.12754111515939875,0.2164441232885823,0.5297754149532963,0.10686545477939725,0.1521338417445625,2.362273268390605,0.14774726150997441,0.16901163198806682,8.121435165405273,1.2831225395202637
10,0.010037642237575584,0.005841277202609768,0.01023305009284331,1,3.5762786865234375e-06,0,0,0,0.9669304993401289,0.12776635370136888,0.21710123090008815,0.529679454557577,0.10694640893242008,0.15216315893611554,2.3528773607632543,0.14771552689652695,0.168972195063018,8.156492233276367,1.283606767654419
11,0.01022669829051416,0.00602492978362819,0.01030600056788604,1,3.337860107421875e-06,0,0,0,0.9765166832384411,0.12801385544925004,0.21780488924582248,0.5301940878263824,0.10702481982631926,0.15219627060490573,2.34358959776823,0.14773427908868542,0.16898393209905652,8.197125434875488,1.2840845584869385
12,0.010402772883955233,0.00575217512482231,0.010357312752046322,1,4.5299530029296875e-06,0,0,0,0.9860191819505315,0.12821670340274455,0.2185145201773601,0.5305395344681816,0.10712485185845069,0.15223757093324716,2.3344180845791827,0.14771269129475112,0.16895199225212787,8.235387802124023,1.2846765518188477
13,0.010568339562097767,0.006045129705514854,0.01038561772547028,1,3.5762786865234375e-06,0,0,0,0.9954294505083833,0.12848017797076391,0.21930962692029582,0.5300583838245798,0.10722102509156489,0.15227859821015785,2.3253699936034655,0.14773851042483438,0.1689658216193108,8.273359298706055,1.2851767539978027
14,0.010724901346380836,0.005919824340827315,0.010390016197211818,1,3.5762786865234375e-06,0,0,0,1.0047386283286803,0.12876335879455697,0.22017431171673624,0.5290977404684929,0.10731798647427586,0.1523202041203208,2.3164516985672843,0.14771616331921383,0.16892709281785218,8.30890703201294,1.2856502532958984
15,0.010875270586628627,0.006110825145176841,0.010371475897657911,1,3.5762786865234375e-06,0,0,0,1.0139378505742935,0.1291505411860427,0.22113158413138798,0.5280373108540208,0.10742771259333092,0.15236608152176423,2.3076691534871276,0.1477358761023983,0.16892286106985696,8.346977233886719,1.2862269878387451
16,0.011022742167735772,0.005931884569628648,0.010332364269747207,1,9.489059448242188e-05,0,0,0,1.0230180525700008,0.12945611527039097,0.22208744593198126,0.5283779625799039,0.10766696001962417,0.15241728812377067,2.2990283028474074,0.14770222620627327,0.1688629768677082,8.382665634155273,1.2868542671203613
17,0.011167726006543033,0.006207938831090262,0.010273548476189498,1,3.0994415283203125e-06,0,0,0,1.0319711911273581,0.12973560864704722,0.22307602946231359,0.5296045634918317,0.10766005931568842,0.15246901559773238,2.2905352608342895,0.14771042453546968,0.1688400616920193,8.425358772277832,1.287428379058838
18,0.011306905578683885,0.006565902639734536,0.01019331587236147,1,3.337860107421875e-06,0,0,0,1.0407875402419244,0.13003755822221072,0.22414169206018494,0.5302374202704764,0.10778192133544728,0.15252702614434646,2.282194738475012,0.14773163759203,0.16883445271556932,8.464274406433105,1.2879159450531006
19,0.011435202713735049,0.006268547245078658,0.010088729070025476,1,3.337860107421875e-06,0,0,0,1.049456785853442,0.13044873063003828,0.22525454310952428,0.5308403483642261,0.10793428817388216,0.15259535480569517,2.2740106736091277,0.14772639794170656,0.16880557910622343,8.50258994102478,1.28861665725708
20,0.011559084703223504,0.0056408445667613105,0.009956391869017756,1,3.337860107421875e-06,0,0,0,1.0579690292244006,0.13081114334058502,0.22640899536939973,0.5323218103439302,0.1079906154067278,0.15266912872853863,2.2659869297119455,0.14770895972421988,0.16876820254423627,8.563693046569824,1.2892560958862305
21,0.011691654241682337,0.005734895772462251,0.009795469439459581,1,4.0531158447265625e-06,0,0,0,1.0663147491438343,0.13116346408647278,0.2275969653456475,0.5325205023089199,0.10807891603733122,0.1527534404549231,2.2581278536012115,0.14767986405770778,0.16872198684427853,8.60419487953186,1.2897584438323975
22,0.011811031238845554,0.005632032249091784,0.009609245217794465,1,3.337860107421875e-06,0,0,0,1.074484525193567,0.13154287626597783,0.22881955906798782,0.5314743291748141,0.10816618697242097,0.15284651737442873,2.2504383281017084,0.1476481304204449,0.16867359282000666,8.640751838684082,1.2902374267578125
23,0.011918185694689831,0.005729253150162731,0.009404113350717141,1,3.0994415283203125e-06,0,0,0,1.082468784637019,0.13191269775400227,0.23008209698199916,0.5299385352152315,0.10826302318442556,0.1529465024028014,2.242923333160853,0.14762915993352016,0.16863720843221233,8.67841625213623,1.2908191680908203
24,0.012042614382488243,0.005530415819747628,0.009371843294229675,1,4.291534423828125e-06,0,0,0,1.0902576361505079,0.13229813550518418,0.231386123214078,0.5288239179552148,0.10842588888004172,0.15305558280813966,2.235587362138043,0.14761839681025166,0.16860621736053102,8.719943284988403,1.2914860248565674
25,0.012149498696371747,0.005599724943727222,0.009694644410156307,1,3.814697265625e-06,0,0,0,1.0978409684596233,0.13270351747350387,0.23273290091818516,0.5285357993675921,0.10859937805375015,0.15317467665796825,2.2284340073775133,0.14761395654304085,0.16857652775835036,8.762727737426758,1.2920897006988525
26,0.012237361013711479,0.005708432802171731,0.009908597899129621,1,3.814697265625e-06,0,0,0,1.1052087438253737,0.13313756219414907,0.23412042474564146,0.5287806136053735,0.10875348874209424,0.15330293665168718,2.2214658813679686,0.1476050017331255,0.16853873587283016,8.801643371582031,1.2925775051116943
27,0.012316755019518011,0.006213184258387752,0.010026869221811702,1,3.0994415283203125e-06,0,0,0,1.1123517435368435,0.13358726132569948,0.23554238925872784,0.5290571827455155,0.10891034471397495,0.1534436806160538,2.2146848349743755,0.14758140805080983,0.16848333868399676,8.838955879211426,1.2930889129638672
28,0.012399360552017624,0.006874068481044188,0.01004901844133338,1,3.5762786865234375e-06,0,0,0,1.1192617163752343,0.1340435296146169,0.23699766144781198,0.5319130316212605,0.10908817255542352,0.15359766772058892,2.208092258893255,0.14754511260683478,0.16841254448798623,8.878363609313965,1.29368257522583
29,0.012464650632903529,0.007248000482827255,0.009961174421920169,1,4.5299530029296875e-06,0,0,0,1.1259308855276753,0.1345076610732497,0.23848787291764523,0.5349114814894433,0.10929686330412694,0.15376591240774404,2.2016892152423972,0.14750197242794427,0.16833489246261307,8.918023586273193,1.294182300567627
30,0.012526150051532958,0.007237085641287319,0.009748876707822832,1,4.0531158447265625e-06,0,0,0,1.1323511634960748,0.13498586496287973,0.2400118159163786,0.5375828628446808,0.10949684121937364,0.15394888451342312,2.1954763030029056,0.1474547551932873,0.16825665091115422,8.96064305305481,1.2947006225585938
31,0.0125706544628863,0.007324677704614896,0.00941146884964117,1,3.0994415283203125e-06,0,0,0,1.138514371300218,0.1354691069200199,0.24156774717126656,0.5399588014108042,0.1096906926400414,0.15414454629857408,2.1894533956454887,0.14740333725078028,0.16817719467680697,9.02214002609253,1.2951819896697998
32,0.012598674154387646,0.007065210418903928,0.00913772498665083,1,4.291534423828125e-06,0,0,0,1.144413167717787,0.13595826693153235,0.24315335829481935,0.5420937149156547,0.10990831886746742,0.15435156281629006,2.1836194703466973,0.14734744678325834,0.16809560652645564,9.06003737449646,1.295851707458496
33,0.012609588609620803,0.0069548105878056155,0.009470262031240795,1,3.814697265625e-06,0,0,0,1.1500416746404587,0.13645854063355825,0.24476916032358595,0.5440938561234537,0.11013758840572035,0.1545689137780299,2.177972613239196,0.1472848078714432,0.16800834492000072,9.097805261611938,1.2964046001434326
34,0.012608123175170682,0.006716770618212242,0.009680915409684687,1,2.86102294921875e-06,0,0,0,1.1553950941769418,0.13696397634341662,0.24641627788660175,0.5460873995598288,0.11035241929569006,0.15479535995223095,2.1725101057942124,0.14721685187476646,0.16791550471123023,9.13414192199707,1.296931505203247
35,0.01274715539979665,0.006601780510768318,0.009806974629092552,1,4.291534423828125e-06,0,0,0,1.1604691093526707,0.13748117465756038,0.24809558936371615,0.5487549225140949,0.11057865501335493,0.1550315322461273,2.167228476790035,0.1471468093371755,0.16781858706176672,9.175848484039307,1.297459602355957
36,0.012876411770661067,0.006535128865269385,0.00992052893748785,1,3.5762786865234375e-06,0,0,0,1.1652602465060302,0.13801605956157564,0.24980491428229357,0.5518008840972861,0.11081724286915803,0.15527813936395254,2.162123503348984,0.14707894459577775,0.16771998075711708,9.237800121307373,1.297999382019043
37,0.012958777051831682,0.006631005371114579,0.010085282854670502,1,3.5762786865234375e-06,0,0,0,1.1697666320767963,0.13856237099616558,0.2515443802783003,0.5548788254990539,0.11105121477002397,0.15553603826571102,2.1571901960679414,0.14700998200275545,0.1676186143539008,9.275622367858887,1.2984817028045654
38,0.013116375733653762,0.006832894396089695,0.010305305892866712,1,3.814697265625e-06,0,0,0,1.180299162921309,0.13911440928126229,0.25331164442733345,0.5583297759108916,0.11128668846270652,0.15580596458672719,2.152422798143632,0.14693567103868022,0.16751329038276006,9.337384939193726,1.2990081310272217
39,0.013252842092454253,0.007037895564690255,0.010523010257045828,1,2.86102294921875e-06,0,0,0,1.1927317226228777,0.1396805891043464,0.255105412194145,0.5618847343561992,0.11153316668643448,0.15608772376868416,2.147814842850054,0.14685522599700998,0.16740469467442048,9.37479829788208,1.2994847297668457
40,0.01335944926600563,0.006974408934790177,0.010666158089147337,1,3.5762786865234375e-06,0,0,0,1.2050921047601464,0.14026077035796644,0.25692405793590534,0.5655223712209655,0.11177830154728063,0.15638044819946706,2.1433592900479583,0.14677203710986472,0.16729460900795762,9.41261601448059,1.3004050254821777
41,0.013537564472886565,0.006642370426635874,0.010695635072212661,1,3.814697265625e-06,0,0,0,1.2173545881477124,0.1408471201279367,0.2587663931682353,0.5693333145351083,0.11203153289084522,0.15668295550785577,2.1390486723101954,0.14668975983853805,0.16718549395781362,9.4561927318573,1.3008887767791748
42,0.013733107185376014,0.006385346868004543,0.010624407246759893,1,3.0994415283203125e-06,0,0,0,1.2294812114388547,0.14144487662532623,0.26063139939959,0.5732639576955022,0.1122928073537861,0.1569936801034633,2.1348751692677026,0.14660810248574815,0.16707791399973984,9.494264125823975,1.3013916015625
